pH,Soil EC,Phosphorus,Potassium,Urea,T.S.P,M.O.P,Moisture,Temperature,Plant Type
6.520389419,0.273811191,16.72557252,133.9132329,34.13467013,10.49525071,29.30227423,70.50636235,63.33927078,Carrots
6.780549254,0.515382351,11.10490082,116.0470302,37.63663357,19.65410656,25.28276368,79.98398078,65.6708952,Carrots
6.038285441,0.594010686,17.1485084,143.3833761,57.50744111,15.26965543,22.44020448,72.73300743,67.32809402,Carrots
6.773845381,0.420556921,19.87340897,147.6832663,32.33146805,14.36321931,26.43098769,76.76077582,63.70195427,Carrots
6.711606607,0.42854769,16.51978126,130.4984678,59.4724964,12.86696906,25.0828756,77.05215365,74.0355283,Carrots
6.133579965,0.359520118,12.18047142,117.6472739,54.15156655,17.74456918,25.81361572,78.08650831,73.65655456,Carrots
6.676866908,0.221382539,17.80767171,137.0243049,31.16988656,11.97902313,24.39394516,73.47809213,70.54468519,Carrots
6.708581692,0.598649396,12.62666606,139.7683578,43.48268554,18.06172943,29.13661182,70.43715861,51.03980513,Carrots
6.645136732,0.220439856,19.31007719,127.3336974,59.98124611,12.63345482,24.19186661,72.51176493,72.45773039,Carrots
6.15557881,0.343140301,14.56685737,142.8471513,32.63563682,13.03064302,25.40854749,73.84617041,68.22517345,Carrots
6.560051569,0.480754861,19.88284812,137.1193226,42.954611,19.06438661,27.68080007,74.6721246,67.18194382,Carrots
6.770317726,0.597888972,19.54837676,111.7181919,46.90458533,18.26797657,20.65654345,72.48974438,72.8302094,Carrots
6.632931331,0.426696094,17.25742171,110.4077602,58.3854752,16.77754342,23.24590738,71.57716983,51.3865648,Carrots
6.653246717,0.326641921,13.42382486,104.1409594,41.32582943,12.28181058,22.4506506,77.22691261,55.53925765,Carrots
6.565062942,0.461276411,14.43482915,132.2671019,57.02686476,14.70511249,23.19182092,72.20356735,65.86499172,Carrots
6.407564512,0.457245001,13.6877382,149.7418213,46.14088914,17.21775781,23.16530391,79.8907951,72.18903536,Carrots
6.327261098,0.438547655,19.81476726,114.8364626,45.64300191,10.03377599,27.27611821,73.01045166,51.73213714,Carrots
6.104996032,0.532516228,11.10023597,107.1016618,30.80498602,10.89487505,26.08033645,73.63623779,66.51663797,Carrots
6.149399616,0.462264501,17.46002332,121.6583357,51.85073601,13.13873367,21.22379647,70.1941457,64.07927996,Carrots
6.728972135,0.371853766,14.74300379,139.4455165,52.64634061,15.76377143,21.34864261,77.46403817,71.20377075,Carrots
6.509438656,0.556865535,12.08274385,127.4380346,41.79840301,10.64666335,22.04811648,73.11153065,56.33234082,Carrots
6.532332756,0.553355121,14.02376544,104.2715721,41.6189856,12.89453051,26.60044535,76.43187549,65.54626422,Carrots
6.62474237,0.451474768,18.24066449,133.7022253,41.13094379,16.96985691,22.32126511,71.83229545,69.65890087,Carrots
6.724357453,0.511876916,15.03830138,143.8261514,57.93915748,12.14972712,25.19136478,71.52890216,62.91858653,Carrots
6.764898942,0.373892379,10.93391929,106.1354786,49.36772952,16.18939992,20.25945124,72.51997828,72.5620503,Carrots
6.271370422,0.521571201,10.62675182,116.010553,33.07483378,12.53332823,20.52116172,77.29289005,59.57952804,Carrots
6.52670734,0.478159348,18.73980818,124.6916862,43.42091023,10.42848944,24.2932529,79.3539913,64.64685671,Carrots
6.521035799,0.423701702,17.33502743,109.3226226,52.67858022,19.66950217,20.08589351,79.5678311,53.85430594,Carrots
6.046865636,0.519030452,13.73698145,142.6534471,36.51261223,19.0906109,21.99736874,79.17197954,51.64722446,Carrots
6.344967577,0.554727357,15.40595073,104.3700031,35.41121073,12.42615478,25.63183774,73.73030589,65.15069562,Carrots
6.096148769,0.446252295,11.37034044,105.991094,46.5944207,13.83467011,26.76749636,71.8155358,58.13379883,Carrots
6.140027124,0.455952069,13.50896352,120.5669762,45.35229085,16.29573877,23.7974389,78.78073899,64.13041919,Carrots
6.250102287,0.488807835,10.33643979,129.2404813,45.25047612,16.0234754,20.0273102,70.629897,68.33408197,Carrots
6.032070741,0.402689007,15.2364828,137.7919736,57.82475618,15.03150439,21.25238403,73.01597889,60.45402952,Carrots
6.718388855,0.355076101,15.04319603,148.4209648,53.74559487,16.76315834,28.8258799,70.1717833,52.4008906,Carrots
6.247814893,0.49559765,12.29472027,107.1558002,46.01696792,10.14775147,20.44557784,74.41107125,61.19760892,Carrots
6.180366666,0.459144232,19.09728748,113.7586158,59.38101983,18.55986083,23.10602512,76.99608415,56.20353046,Carrots
6.462127253,0.258264083,10.46564637,116.2324079,54.42355492,11.21441508,25.42255273,73.14236534,72.32370698,Carrots
6.431849704,0.223299042,17.74986909,107.6266049,41.55100104,13.71333775,20.91174832,73.15093694,73.35135755,Carrots
6.78990713,0.558027689,13.20973627,113.27358,45.06335847,12.81948634,29.58036028,71.3467389,55.97950902,Carrots
6.229289628,0.522301627,19.87520705,149.3434632,46.81838466,15.46227926,28.53934058,70.50508741,50.18212804,Carrots
6.235160156,0.463913691,14.02340336,138.8050274,30.37102118,18.37255833,21.89532972,71.74372341,64.18138709,Carrots
6.094282781,0.302927334,14.57218271,120.9179528,43.65668347,11.73569973,25.0013217,78.46257659,65.45108879,Carrots
6.477195986,0.270550745,15.56462837,143.7924227,50.28065353,16.28601913,27.3659578,75.30722193,66.34066376,Carrots
6.077679454,0.322016042,14.76071168,104.3128296,35.72964548,15.06738646,28.58505891,79.3326372,64.25309935,Carrots
6.11105999,0.464234034,10.56989478,133.314087,52.68817663,13.66653371,20.38911082,76.12361326,69.29481961,Carrots
6.05181972,0.307056515,17.43462499,118.1187314,49.28680347,10.44793777,22.4478224,75.91037295,73.38696801,Carrots
6.234692078,0.461963854,14.13518656,119.3189579,55.67235812,19.87057555,23.17993257,70.43181925,50.31950024,Carrots
6.476660551,0.416457363,15.90568379,149.3768261,32.20390227,19.22486673,22.87891646,78.38523164,70.27881671,Carrots
6.319666127,0.521077683,18.42442933,100.2907903,55.86058021,17.62226116,22.76646155,77.62100581,74.23668673,Carrots
6.132452661,0.246696277,17.63354806,133.3375885,58.10576999,18.29287777,23.49583659,71.18858942,56.40142046,Carrots
6.433204936,0.473373184,16.14382419,123.036919,46.45584789,19.09593425,21.25338766,73.82934883,68.08733703,Carrots
6.237449753,0.537345164,13.59407595,131.1650816,59.64446675,18.82956445,29.18780249,73.39389667,62.76554413,Carrots
6.715560443,0.431156552,16.01743494,125.8746702,34.74038867,13.35565754,29.95256723,78.93721334,72.97424569,Carrots
6.332914812,0.508779236,12.37563227,130.1446069,57.29887126,19.51850881,22.94492255,73.09664447,57.74700227,Carrots
6.574970234,0.524969443,13.208921,137.3487719,55.35134727,19.81405174,22.23072534,71.23661506,72.7960098,Carrots
6.648368641,0.334043397,13.13772234,105.8511417,59.40913512,12.91009031,29.11177498,79.99870105,63.03231281,Carrots
6.636551033,0.584267395,12.66367505,107.1957964,59.01898923,17.25458968,29.63110732,74.87054318,51.00193169,Carrots
6.064192479,0.559441839,12.43879128,146.6633846,50.10521872,19.6074614,23.10456946,75.4241292,51.49738051,Carrots
6.488149223,0.569441888,13.4231649,112.9619152,55.79803127,19.08720517,22.98325911,73.61480086,61.85746181,Carrots
6.545914264,0.482655851,10.45200685,119.4600672,30.53909869,12.79027864,24.76296963,75.80517956,51.398308,Carrots
6.678607507,0.208684079,10.20536407,106.631329,37.01659736,10.45205806,29.41030253,74.06069049,73.72106421,Carrots
6.435780864,0.342526735,17.11225835,107.415049,48.76685786,14.6605973,29.00124295,71.80793696,64.31666651,Carrots
6.785401838,0.421365602,13.81727786,111.7695845,56.40827881,15.03994455,29.51748728,73.83232001,52.56844238,Carrots
6.405508309,0.49540024,10.99812337,105.7124259,55.49333178,12.37775411,28.43817152,73.39922142,65.83621614,Carrots
6.783388348,0.290013274,15.76241544,141.6928999,56.69644577,11.31849939,23.21361164,74.94759225,60.17948431,Carrots
6.494247572,0.586063769,13.44228261,130.5113433,44.74240754,12.21111624,25.30479622,77.37161026,71.5595429,Carrots
6.462187749,0.29185381,11.35291038,146.7236342,46.68601904,12.66167367,27.86687985,71.90786386,64.63687508,Carrots
6.45509726,0.437499026,13.3181454,116.8749543,52.38992376,10.47408626,23.72939929,74.1723317,55.4965259,Carrots
6.791461405,0.243988696,14.67087172,140.2466267,30.60836416,16.59699514,25.58663373,70.665824,72.35442332,Carrots
6.748190994,0.313419106,13.94958004,129.9237757,30.19729207,11.716687,25.79086328,77.53741704,50.45463444,Carrots
6.747683359,0.461072982,18.27358421,117.6933957,52.71946272,17.79826954,25.35773305,72.43719656,64.95613175,Carrots
6.27631051,0.392150165,18.39016688,138.2828712,39.04712551,17.7788461,22.16611707,74.49122997,71.77161938,Carrots
6.246867524,0.503722803,15.3600494,110.1569202,53.34891348,15.4403652,29.48967034,78.46201105,53.83292763,Carrots
6.775296317,0.359688311,15.15130885,142.4100698,42.94742584,15.15268744,20.62728711,75.97281145,57.15133079,Carrots
6.50334987,0.561925821,15.16921452,109.8712899,35.23175562,18.50182827,29.22166205,73.64167944,54.26921526,Carrots
6.321576641,0.252912037,13.73070856,148.7875153,54.40729806,13.03226467,23.45030579,78.4921232,62.15375768,Carrots
6.7111131,0.452347624,11.44857295,142.9882943,44.09744585,18.67041213,29.42257181,76.55984753,69.73837399,Carrots
6.179664205,0.468047231,13.82131069,134.2888576,38.36201729,10.53091778,29.06111492,71.83692027,60.67256974,Carrots
6.659133072,0.252195729,18.23124232,133.9915221,38.25195254,18.25529616,28.76127089,78.67809604,50.75585901,Carrots
6.458966882,0.325906834,19.59629064,138.8022726,57.14508248,14.53043941,24.29694045,78.98914514,52.22375631,Carrots
6.060974964,0.473575999,15.99243593,108.3338753,31.9730759,16.96941732,29.56908147,71.65187369,54.49686553,Carrots
6.418151804,0.561866095,15.19770182,131.5156291,53.08237953,14.03728438,22.2669558,79.82141915,52.0207027,Carrots
6.333312084,0.467201517,19.57782397,116.2823949,42.09696937,15.27395392,20.85437652,79.53925104,52.12711678,Carrots
6.652951975,0.322436834,11.25242016,110.995583,50.78930443,19.79990646,27.57518914,75.30999421,72.79290819,Carrots
6.242939243,0.299008306,17.84091506,120.1543433,52.39251704,16.09621392,25.89017465,77.01955093,73.96391988,Carrots
6.447136782,0.41293258,14.59523368,113.7353945,43.90578074,12.39470789,25.28428616,71.34743163,64.24360226,Carrots
6.663007932,0.221775358,10.44844146,103.8014927,57.26145156,13.43475281,27.73247547,78.77149841,57.96548321,Carrots
6.765009474,0.574861298,18.16405392,133.325747,52.83347734,10.74203284,27.07481298,79.78928656,57.25771359,Carrots
6.374202956,0.37067222,12.31939989,110.9720712,46.4269918,11.26102631,20.79787934,78.91764342,58.58913662,Carrots
6.566393275,0.476495893,11.01163732,105.9157522,57.024889,15.42049292,29.00350578,71.2031231,58.14672083,Carrots
6.471017415,0.476523605,15.89011636,145.725238,53.37587678,19.14910056,22.22494005,73.48360075,58.41485995,Carrots
6.367926584,0.432105175,17.23625257,149.2292128,44.52969808,13.36851429,20.35607511,73.45105659,60.65069625,Carrots
6.158298986,0.421937943,11.63750094,138.9910146,37.11045758,10.06440036,29.45879353,70.83839493,67.19139368,Carrots
6.048787354,0.2398099,14.41450673,115.9317687,30.76475062,13.86703738,24.55338334,74.58475388,69.70151338,Carrots
6.123538055,0.418662061,11.52983434,127.4502321,46.71821586,17.09556902,25.38450461,77.30261147,74.13357439,Carrots
6.231980667,0.257405414,11.63711396,140.259853,51.85377929,17.76173663,26.11049853,71.75022655,68.44214294,Carrots
6.301286317,0.22387008,19.9554691,116.2571641,41.32402092,12.18881214,20.42707858,78.77956622,56.58174566,Carrots
6.064466137,0.50304992,15.9003416,117.1394452,34.60062682,12.08485858,22.50594158,72.55499185,66.90491802,Carrots
6.504884748,0.592014356,15.91872989,128.4814058,32.69473119,13.26634281,23.81790842,74.63775342,63.34999895,Carrots
6.260665014,0.429933998,11.94604736,104.2266278,51.10523775,14.00650332,29.67671725,76.63540078,52.4383215,Carrots
6.749641114,0.534999864,16.76034851,120.4172363,35.60769324,19.81914278,29.94637661,74.2862222,51.58114766,Carrots
6.469370766,0.264789692,15.0911439,144.4513387,33.71052263,14.92145299,24.27985358,78.64744445,59.74220137,Carrots
6.330639154,0.540717,17.35238352,105.607086,38.44392193,18.37480689,27.56340218,72.87291116,70.92327737,Carrots
6.416426354,0.420190699,10.61452181,131.3451294,52.73030394,14.05939524,21.92529331,73.64457418,65.9662194,Carrots
6.479222933,0.464752529,17.40806272,137.5224523,35.93416104,12.05121408,20.89760891,72.34472194,55.57567369,Carrots
6.130539103,0.59638378,17.9526074,129.5129694,43.52779542,11.79427967,23.11521872,70.82376109,52.76019502,Carrots
6.433056269,0.467432531,11.12915503,140.0639876,37.63921729,18.5794507,25.02533637,71.98612708,62.60135227,Carrots
6.045459106,0.441293538,19.48525704,100.3202708,54.12290021,16.60401554,24.25600543,76.28052985,62.74414875,Carrots
6.700069,0.478013574,14.94274964,100.2103239,31.21780392,19.96734463,28.6572379,75.20297179,57.47283228,Carrots
6.341647058,0.213499897,14.48191193,103.4788034,45.44876403,13.1823489,28.39084397,77.43646873,60.75471865,Carrots
6.678101888,0.491039548,16.17477677,109.7141382,34.26470467,10.34471869,26.95239554,76.16624723,63.17991388,Carrots
6.662503522,0.377230466,17.11709442,106.1038826,31.9678353,11.19702083,28.9805543,78.56263874,51.51508493,Carrots
6.325512657,0.217833493,17.51939309,126.7564538,59.800055,13.7689455,29.97042088,77.23959347,50.6233231,Carrots
6.531114724,0.319526863,13.21377084,117.0351766,44.56904364,17.16394017,22.00561516,71.62748425,65.95346649,Carrots
6.00300103,0.222379366,15.25677112,127.4284313,58.79497261,17.33436275,27.49902502,72.92485621,65.83340863,Carrots
6.010257357,0.310626619,18.22768876,128.0755477,58.62970691,12.29240709,29.22447189,74.14427765,56.04523739,Carrots
6.72038974,0.534503718,13.87721455,113.0632673,56.05351089,17.12610438,26.31748106,76.01897555,68.63074977,Carrots
6.032041104,0.58510686,18.03837005,137.9601734,49.89071671,14.49953323,28.27905909,73.29591448,73.1677787,Carrots
6.167781294,0.213035823,10.74359267,120.0040552,43.91047155,10.46804259,29.34475182,72.80216028,74.98787456,Carrots
6.017727262,0.238184147,16.96714818,144.1523031,48.04885586,17.22039841,24.76103193,74.35748508,52.27001032,Carrots
6.429545124,0.420730441,15.54911334,149.0620046,55.63463279,16.99500017,28.7934358,78.1390043,72.08950026,Carrots
6.539863066,0.522332459,19.40785612,112.2751536,56.15955457,10.51108337,24.38952965,70.02109102,60.61973357,Carrots
6.790447955,0.387307177,14.33076188,125.9953426,59.1244742,16.22854791,27.00649716,78.23838958,63.44732059,Carrots
6.56015912,0.338342389,13.46468796,127.2982519,49.26220505,12.55152896,20.66880641,73.6864951,60.34323967,Carrots
6.347619514,0.450504979,18.05199588,144.377451,41.69231859,15.32179099,23.76437745,71.73743801,59.64158345,Carrots
6.781473283,0.594279467,10.53445639,111.552381,37.66450161,11.42046543,26.17815832,77.70433507,52.05805372,Carrots
6.544801956,0.511904686,13.06558296,144.8459474,42.58839857,18.96201414,24.45636404,71.19480246,62.55670685,Carrots
6.646379692,0.372987093,12.09794454,124.1253533,35.67845276,11.69677915,28.77969801,77.38274929,65.32320721,Carrots
6.776674089,0.391653986,18.93801576,106.0244892,58.59493926,16.3439616,24.31923786,78.63866528,65.33821108,Carrots
6.606826566,0.424424252,14.92992748,136.5305858,32.34801865,17.20564699,22.87326578,71.92710106,73.32234262,Carrots
6.274137146,0.422713399,19.04150274,146.7105496,55.62057906,17.10977637,25.68880177,71.39650606,69.73107199,Carrots
6.127043357,0.533517137,13.24955323,102.3049958,41.03829867,18.94766458,25.22405827,75.73799189,50.65151382,Carrots
6.390723589,0.58256201,17.4680154,130.8158492,41.18030872,13.23956662,29.31630991,79.64846436,62.03579351,Carrots
6.05916858,0.57756085,13.78546825,123.3891287,31.31154309,15.42337199,26.08332359,79.92748658,60.65301691,Carrots
6.176699828,0.506016876,16.85455978,115.7572702,51.95424148,12.78938497,23.33522078,71.78915694,62.39609169,Carrots
6.184975899,0.443100828,17.98875101,139.5999445,42.05166241,19.38737001,21.28315525,76.3092718,50.68717286,Carrots
6.112936267,0.376809458,11.68832517,113.0615578,43.38852686,16.23187081,23.37945489,77.24061563,64.13182309,Carrots
6.726491381,0.343033862,11.35440263,135.4133707,49.44524208,17.77380569,25.59522564,79.29116258,53.19794374,Carrots
6.04420329,0.379511397,15.18151454,114.6378192,37.8418889,17.02815601,22.26130319,74.90911138,72.47291378,Carrots
6.670544492,0.481504706,12.66783172,107.0865397,57.02880913,13.38137696,26.19615528,71.02448488,72.30657839,Carrots
6.45888743,0.505072342,17.23626383,135.925793,43.78609861,15.34313525,22.9782729,79.31889397,63.73927049,Carrots
6.596511956,0.35901273,12.79156307,120.571758,47.36448673,14.61132985,27.8061672,78.4322347,50.9913728,Carrots
6.686806505,0.298901305,12.13214713,132.0215879,45.94002829,14.30687843,26.37388998,74.81522505,72.47450554,Carrots
6.630986986,0.526765905,12.20489796,115.2196292,32.76683502,19.11353015,28.05368025,71.80401378,62.61129101,Carrots
6.117004655,0.350657291,11.84773033,142.2436401,58.49578439,13.62174762,21.36732099,70.18817587,59.53431687,Carrots
6.039576883,0.21986705,14.22558869,130.9544533,45.16724589,13.97873979,23.27876198,72.04483123,65.90703482,Carrots
6.03612521,0.586959668,16.50258152,113.3104449,49.74938007,18.7599049,20.45567257,72.04193791,53.45625086,Carrots
6.060290701,0.555024341,10.46754006,117.0155745,32.07841451,15.7913044,27.73072195,72.30204059,59.57032552,Carrots
6.034681855,0.302628141,18.58366108,106.2988191,48.15574615,12.97873547,21.93121635,78.09540004,72.18942081,Carrots
6.764855421,0.446271205,16.56806511,121.3792555,47.17843437,15.0640084,21.92743842,71.17669733,55.84653123,Carrots
6.538964291,0.550858958,18.88890615,107.2286011,51.76388107,11.18415263,20.00648451,79.22958604,56.89693601,Carrots
6.072844265,0.243976619,13.72408822,147.8931122,57.87586199,18.2191239,29.34503284,79.10892948,58.55388475,Carrots
6.755254927,0.234362522,12.27558378,136.3359836,58.85018602,18.33845479,23.04245661,70.9652813,55.68036655,Carrots
6.477361965,0.332415629,12.60052563,115.3511801,51.17781736,17.79795875,21.90545553,72.15023564,68.54896228,Carrots
6.506078267,0.464094528,12.76936017,121.6268726,55.6036645,12.93324692,21.32903098,74.65006807,71.26245959,Carrots
6.139915996,0.525037113,12.33193581,134.6305067,50.2520052,17.51750823,29.93717101,72.56103577,71.20475478,Carrots
6.154515624,0.45358837,15.50403205,140.9575968,59.60970756,15.59226651,22.65743424,72.21446458,66.23673816,Carrots
6.418838351,0.542020644,19.04788404,106.2342424,42.3036569,14.11059984,24.30111379,71.7037353,61.77746798,Carrots
6.636964712,0.451137832,14.65298709,112.8420413,42.27067687,19.37396889,25.11768387,76.20501781,74.3904212,Carrots
6.157027226,0.567346401,14.74420645,144.6130532,49.44959129,19.90899432,21.40753376,74.80010002,65.50669542,Carrots
6.66759842,0.39110576,16.35138768,116.3521833,52.70944433,13.8217086,28.78382194,77.06973837,58.78925327,Carrots
6.637841666,0.301059219,12.91968267,136.7465863,54.79410308,19.16233049,22.25408069,79.69537893,69.62019379,Carrots
6.32359146,0.333717614,10.5827573,118.2426504,54.82294688,15.63540482,22.30560324,70.81850432,59.58973379,Carrots
6.643645407,0.470374882,13.48088848,145.5403682,48.4698818,19.66458961,26.05939336,71.70086522,52.18623525,Carrots
6.000432986,0.279023318,12.17450301,149.4992913,40.34536778,11.22354873,22.03755746,77.66570602,57.63649708,Carrots
6.762597066,0.274175545,11.57676639,148.7616017,35.93115184,19.96274054,24.39214217,72.89349622,53.42717474,Carrots
6.608963798,0.55473759,18.10616413,132.2619698,39.67462209,19.79405813,27.49285137,71.94976373,56.95957184,Carrots
6.470512808,0.481907357,19.8767377,124.6256942,59.00416098,15.49418392,21.29976063,72.12626953,65.25920545,Carrots
6.502014027,0.469953597,19.6697725,134.1074517,52.61229232,16.15303317,20.10599391,73.46632516,54.45017395,Carrots
6.454234143,0.477743664,18.84466911,146.8155379,58.57212965,19.08650853,29.71930106,73.41476208,65.61530419,Carrots
6.577718881,0.36170377,18.4956591,137.5251315,40.5862949,13.27995397,26.73698558,74.18988086,61.18431256,Carrots
6.620291429,0.486249419,13.30542968,138.9262226,33.91508393,10.27976463,22.82819984,79.16593307,72.10840482,Carrots
6.1834839,0.319525523,10.05854019,134.4879537,54.47709126,10.77143396,22.84282932,77.50726036,62.59339241,Carrots
6.584867737,0.224554321,18.82945289,124.576386,51.24512573,16.17683732,22.22453602,79.76499126,66.66892495,Carrots
6.547227233,0.347446445,10.09322345,127.8932408,33.53875417,10.66245582,22.05331196,70.11891312,60.75108127,Carrots
6.547823672,0.361545612,10.85142784,119.3993965,44.11588505,17.57036186,28.2922363,75.38817524,61.19526934,Carrots
6.286262501,0.232524393,19.24672433,139.9643213,34.48568717,14.79947994,27.24419799,70.92873193,58.09106787,Carrots
6.689682764,0.483983056,16.86947048,109.0023365,32.52792032,18.28908012,25.88141925,75.19659048,62.35213737,Carrots
6.482324981,0.285210702,19.40689675,122.0562492,48.95176237,13.46674406,22.23907651,74.54867685,65.26666095,Carrots
6.059599447,0.222826686,14.06992845,105.3227957,38.041278,10.19314878,20.8965211,79.17185114,73.27991374,Carrots
6.268217191,0.561966174,18.89936974,132.962937,31.80637891,10.91606315,28.25256893,70.64666962,58.42730698,Carrots
6.438118201,0.389344207,12.19305879,107.1593082,54.33097237,18.25611621,29.9633425,70.35839664,69.32943841,Carrots
6.007908527,0.395045708,17.76058526,115.1319165,56.27054077,19.31910321,25.8811245,75.00629684,51.21842448,Carrots
6.113486867,0.395973699,11.61762088,104.678567,40.71297794,12.11223433,21.41186655,78.45787204,74.34396105,Carrots
6.470982225,0.261782156,13.55742479,101.4108843,44.55956917,15.79777964,28.76922517,72.74177038,59.75759428,Carrots
6.76568421,0.402517818,17.56657414,109.4155392,56.86532932,16.75448232,25.54486722,78.68237283,72.67504575,Carrots
6.079407397,0.447408586,11.07505104,134.3600065,56.59102685,11.06193867,29.05137192,74.39272351,71.05733102,Carrots
6.545291227,0.502235537,15.41967867,147.4931551,59.60243558,11.28336459,28.9248884,76.13521908,62.81230175,Carrots
6.0921298,0.558167451,17.22674194,108.2909414,30.13035781,18.9217989,25.54514476,75.70309495,61.0144389,Carrots
6.068706198,0.262535704,13.94400539,101.6281536,39.72169941,13.77796949,24.88669817,79.61617687,70.66091392,Carrots
6.120452884,0.339029724,13.74805753,103.2589571,42.43342658,15.5481689,28.34188599,76.55102958,59.9976648,Carrots
6.590975716,0.363977177,19.82428242,103.5497025,53.80851591,10.29818392,20.51967098,74.0995084,58.60443867,Carrots
6.17399875,0.265966122,13.49617265,133.4280459,59.6459996,12.74520882,23.36288502,74.83861188,63.5372682,Carrots
6.115876323,0.587109524,18.74092321,146.7775162,52.06542414,17.61557102,26.47543367,75.58886543,52.77737914,Carrots
6.740433424,0.378269843,14.17562762,146.9814015,49.34045821,19.13410162,29.04596431,76.59447142,65.55256297,Carrots
6.127122924,0.419509783,10.32559634,144.1355399,44.24595186,17.32810457,23.30177589,77.42713127,54.09995638,Carrots
6.510193105,0.532657372,17.93398679,117.7846562,55.48061846,15.75408562,27.01743862,74.34727667,72.45309315,Carrots
6.561023667,0.467259841,17.87032831,107.3480415,30.24928128,17.61804282,22.55811084,71.70354481,74.34475501,Carrots
6.57399958,0.387344071,10.05536504,133.1474673,30.22977349,17.15864325,23.33324137,73.16891953,61.24169856,Carrots
6.335289084,0.331890818,12.8422047,113.9906639,40.7558917,18.23725357,24.2168545,78.1886622,71.35782205,Carrots
6.515063091,0.281500058,10.2258193,136.1310469,41.6232558,17.28729279,27.16571752,70.87162328,65.38896221,Carrots
6.631728548,0.398322149,18.58719206,137.0445386,42.32828651,14.07318497,25.91037651,74.15577102,58.08260201,Carrots
6.604746191,0.275440779,16.86145273,134.2134114,44.9911115,18.07383341,24.59928397,70.01266546,64.28680892,Carrots
6.513034946,0.504511298,12.32757918,100.0773257,34.23202905,10.25222927,29.72578268,71.00853022,60.79186875,Carrots
6.501740815,0.554953035,14.93748202,126.1366853,44.86266999,12.15088832,20.98430227,73.39795849,52.63892146,Carrots
6.545539105,0.465261671,10.89966044,106.5705557,59.8965242,12.44743041,23.03248779,76.35555742,53.64674546,Carrots
6.341672239,0.30055292,11.62183581,120.8154106,58.2346649,18.21992116,23.21633463,75.98056462,68.0723453,Carrots
6.388597097,0.349504965,14.65330378,111.8198696,34.15157506,13.08908364,21.99657563,79.9195073,63.95411293,Carrots
6.715377465,0.405597942,12.96036613,113.1906036,58.79359529,19.24990066,25.18718167,79.60701704,56.70060054,Carrots
6.64498012,0.228614826,11.25482171,126.6752801,31.06965296,11.20934318,28.79368282,74.58649821,60.02141525,Carrots
6.795590951,0.346653264,12.56090856,129.0602563,59.23814714,10.11104857,21.59019639,73.85369908,59.04997187,Carrots
6.036692085,0.395203936,19.25707161,141.4935674,49.77582928,17.86568197,24.47125271,77.73137184,61.54090688,Carrots
6.299822352,0.482903504,14.57417487,105.423028,33.28964449,13.42389959,20.03084159,78.83122451,65.62637023,Carrots
6.032249412,0.531437576,18.62421344,126.1692131,45.14219674,13.63355497,27.76681199,77.58527164,61.5199838,Carrots
6.09841095,0.410245746,13.74356993,120.832813,39.36665011,18.18890668,21.35442273,73.3382656,61.78061095,Carrots
6.59679819,0.46694344,14.55157061,108.2509198,40.93645072,15.75309012,27.10158645,72.96190591,57.03916316,Carrots
6.06405541,0.595143214,13.70804551,104.216873,43.23021119,18.15600827,28.12550114,75.40480083,60.61272464,Carrots
6.479136708,0.43639088,17.96653053,109.9212399,57.20465454,13.48809412,27.91555411,73.2066301,71.39478117,Carrots
6.68362875,0.444076887,11.18540684,104.9360092,51.78875155,12.29860356,24.6689037,78.50549964,66.96806857,Carrots
6.626246946,0.221689192,15.24146251,113.6345753,32.90032594,11.73888555,23.6136768,75.25749521,68.08032304,Carrots
6.797848387,0.550178556,13.55877852,102.9572227,47.01018411,14.84940174,22.27372378,73.10640957,65.80652632,Carrots
6.155624337,0.35234362,17.36391663,106.4274408,35.02699195,14.66012714,20.58627589,73.21241695,62.32338538,Carrots
6.248523327,0.505067992,16.80056724,148.3146203,43.33129038,16.63666578,24.6275238,74.92444114,60.88221519,Carrots
6.770497171,0.42323294,14.59053499,134.4993005,31.83221122,13.34005137,27.76378917,71.94449266,61.94779221,Carrots
6.65611906,0.375299285,16.63955532,111.5428059,57.92056789,14.56177121,23.42347885,75.97614437,70.88586782,Carrots
6.278574856,0.581706639,18.07346958,103.404416,48.02237298,10.2476526,22.7998083,75.70046676,56.76356763,Carrots
6.549391122,0.317207466,16.43772841,114.0297893,51.09432946,15.2487244,25.71631034,70.37424913,68.28983474,Carrots
6.415671346,0.424232643,19.93287886,122.0250389,32.82377487,19.18984459,29.57075516,75.5560286,56.22062991,Carrots
6.519437707,0.248296888,16.05497773,122.5758174,50.24028611,19.37793191,29.5993562,79.01223054,59.2341673,Carrots
6.756902037,0.318814348,19.72319127,144.1728153,30.7033741,10.27082593,23.4240633,78.2807347,64.70921358,Carrots
6.488858331,0.229279523,11.86969034,136.2517917,56.90401417,15.84938455,23.7780377,76.89654455,59.26270079,Carrots
6.312712737,0.579564139,18.21043701,104.3993811,53.65508836,10.03553322,21.13978501,71.8614362,51.22445009,Carrots
6.552239733,0.479710802,11.8670909,146.4952002,31.88942949,15.16576869,25.83725809,71.91792795,62.17054716,Carrots
6.425169115,0.26435589,18.72634596,100.1480287,37.08981335,16.04955015,29.89781729,77.13550334,66.16063585,Carrots
6.200740109,0.247909344,19.17711806,102.3277562,38.78201264,18.24357689,26.3229694,78.9370055,74.74876202,Carrots
